Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²)
24/05/2021 18:30,24/05/2021 23:30,130,128,12.9,26.4,27.2,83,1015.3,0,65
24/05/2021 18:20,24/05/2021 23:20,133,146,14.2,26.4,27.6,82,1015.1,0,111
24/05/2021 18:10,24/05/2021 23:10,125,117,13.9,26.4,27.7,81,1015,0,136
24/05/2021 18:00,24/05/2021 23:00,122,123,18.2,28.1,27.8,80,1015,0,166
24/05/2021 17:50,24/05/2021 22:50,126,121,15.6,25.2,28,78,1015,0,155
24/05/2021 17:40,24/05/2021 22:40,123,125,17.5,29.8,28.3,76,1015,0,168
24/05/2021 17:30,24/05/2021 22:30,128,127,14.6,24.6,28.3,76,1014.9,0,241
24/05/2021 17:20,24/05/2021 22:20,126,115,15.8,26.4,28,77,1014.8,0,241
24/05/2021 17:10,24/05/2021 22:10,123,116,18.4,30.4,28.1,78,1014.8,0,215
24/05/2021 17:00,24/05/2021 22:00,124,116,20.7,32.7,28.6,75,1014.8,0,237
24/05/2021 16:50,24/05/2021 21:50,121,121,18.9,35,29,74,1014.7,0,285
24/05/2021 16:40,24/05/2021 21:40,121,107,19.2,33.3,29.3,72,1014.7,0,291
24/05/2021 16:30,24/05/2021 21:30,129,123,16.5,26.4,29.5,72,1014.7,0,341
24/05/2021 16:20,24/05/2021 21:20,126,114,15.7,24.6,29.7,72,1014.8,0,346
24/05/2021 16:10,24/05/2021 21:10,120,110,18,29.2,29.7,73,1014.8,0,470
24/05/2021 16:00,24/05/2021 21:00,126,117,16.2,28.7,29.7,73,1014.9,0,389
24/05/2021 15:50,24/05/2021 20:50,130,113,16.8,28.1,29.6,71,1014.9,0,402
24/05/2021 15:40,24/05/2021 20:40,121,131,19.9,30.4,29.5,72,1014.9,0,503
24/05/2021 15:30,24/05/2021 20:30,134,155,14.1,28.7,28.8,76,1015,0,447
24/05/2021 15:20,24/05/2021 20:20,129,120,16.2,28.1,29.4,73,1015,0,208
24/05/2021 15:10,24/05/2021 20:10,100,88,21.3,33.3,29.7,72,1015,0,424
24/05/2021 15:00,24/05/2021 20:00,100,98,22.6,29.8,29.8,70,1015,0,369
24/05/2021 14:50,24/05/2021 19:50,107,108,18.7,29.2,29.7,71,1015.1,0,569
24/05/2021 14:40,24/05/2021 19:40,111,106,18.4,27.5,29.2,72,1015.2,0,387
24/05/2021 14:30,24/05/2021 19:30,105,97,20,29.8,29.3,70,1015.4,0,347
24/05/2021 14:20,24/05/2021 19:20,106,111,20.5,32.1,29.9,68,1015.5,0,447
24/05/2021 14:10,24/05/2021 19:10,107,111,18.9,26.9,29.8,70,1015.6,0,592
24/05/2021 14:00,24/05/2021 19:00,104,106,22,31,29.5,71,1015.6,0,478
24/05/2021 13:50,24/05/2021 18:50,109,112,17.7,31,29.5,71,1015.7,0,390
24/05/2021 13:40,24/05/2021 18:40,110,105,19.2,29.8,30,69,1015.9,0,380
24/05/2021 13:30,24/05/2021 18:30,110,129,15.5,27.5,29.7,72,1016,0,605
24/05/2021 13:20,24/05/2021 18:20,99,105,19.1,25.2,29.7,71,1016.2,0,722
24/05/2021 13:10,24/05/2021 18:10,96,104,20.9,28.7,30.1,70,1016.3,0,710
24/05/2021 13:00,24/05/2021 18:00,107,98,18.5,25.2,29.8,71,1016.4,0,821
24/05/2021 12:50,24/05/2021 17:50,95,102,22.5,31,29.8,72,1016.4,0,927
24/05/2021 12:40,24/05/2021 17:40,104,105,20.9,30.4,30,71,1016.5,0,967
24/05/2021 12:30,24/05/2021 17:30,113,105,17.1,28.7,29.4,72,1016.6,0,886
24/05/2021 12:20,24/05/2021 17:20,108,97,20.9,31,29.3,70,1016.6,0,506
24/05/2021 12:10,24/05/2021 17:10,117,103,19.3,29.2,30,69,1016.7,0,499
24/05/2021 12:00,24/05/2021 17:00,117,114,19.8,32.1,30.3,70,1016.8,0,828
24/05/2021 11:50,24/05/2021 16:50,112,106,20.8,31,30.1,70,1016.8,0,930
24/05/2021 11:40,24/05/2021 16:40,117,99,19,32.1,30.2,69,1016.9,0,713
24/05/2021 11:30,24/05/2021 16:30,116,116,21.4,33.3,29.8,71,1016.9,0,959
24/05/2021 11:20,24/05/2021 16:20,118,124,18.3,28.1,29.5,70,1016.9,0,507
24/05/2021 11:10,24/05/2021 16:10,105,105,20.8,29.2,29.9,68,1016.9,0,535
24/05/2021 11:00,24/05/2021 16:00,105,97,19.4,28.7,30.1,68,1017,0,807
24/05/2021 10:50,24/05/2021 15:50,114,112,17.8,26.9,29.2,69,1017,0,663
24/05/2021 10:40,24/05/2021 15:40,102,104,23.6,32.7,29.5,67,1017,0,428
24/05/2021 10:30,24/05/2021 15:30,108,117,18.8,29.2,30.7,64,1016.9,0,684
24/05/2021 10:20,24/05/2021 15:20,114,108,19,29.8,30.6,65,1016.9,0,881
24/05/2021 10:10,24/05/2021 15:10,119,108,18.8,31.6,30.6,65,1016.9,0,835
24/05/2021 10:00,24/05/2021 15:00,117,125,18.2,26.9,30.4,65,1016.8,0,760
24/05/2021 09:50,24/05/2021 14:50,118,116,18.2,29.8,30.2,65,1016.7,0,695
24/05/2021 09:40,24/05/2021 14:40,121,95,17.6,25.8,30,67,1016.5,0,755
24/05/2021 09:30,24/05/2021 14:30,110,104,18.6,31,29.7,68,1016.4,0,589
24/05/2021 09:20,24/05/2021 14:20,104,107,19.3,35,29.4,68,1016.4,0,561
24/05/2021 09:10,24/05/2021 14:10,111,101,20.5,30.4,29.6,65,1016.3,0,516
24/05/2021 09:00,24/05/2021 14:00,119,105,19.2,29.2,29.9,60,1016.3,0,488
24/05/2021 08:50,24/05/2021 13:50,122,118,16.3,29.2,29.4,63,1016.4,0,582
24/05/2021 08:40,24/05/2021 13:40,123,121,14.3,23.5,29.3,62,1016.4,0,276
24/05/2021 08:30,24/05/2021 13:30,121,108,15.3,24.6,29.4,61,1016.2,0,342
24/05/2021 08:20,24/05/2021 13:20,123,126,15.6,24.6,29.7,60,1016.1,0,450
24/05/2021 08:10,24/05/2021 13:10,128,121,13.8,21.8,29.4,62,1016,0,435
24/05/2021 08:00,24/05/2021 13:00,122,113,13.5,25.2,29,63,1016,0,376
24/05/2021 07:50,24/05/2021 12:50,123,129,14,20.6,28.6,64,1015.9,0,338
24/05/2021 07:40,24/05/2021 12:40,121,120,13.9,22.9,28.1,66,1015.7,0,297
24/05/2021 07:30,24/05/2021 12:30,117,110,12.4,19.5,27.3,69,1015.8,0,252
24/05/2021 07:20,24/05/2021 12:20,120,109,11.2,15.4,27,70,1015.7,0,130
24/05/2021 07:10,24/05/2021 12:10,125,111,10.9,15.4,26.8,70,1015.4,0,104
24/05/2021 07:00,24/05/2021 12:00,124,135,11.7,20.6,26.4,71,1015.3,0,108
24/05/2021 06:50,24/05/2021 11:50,121,118,11.5,17.2,26.2,72,1015.3,0,63
24/05/2021 06:40,24/05/2021 11:40,122,114,11.4,18.3,26,72,1015.1,0,51
24/05/2021 06:30,24/05/2021 11:30,121,119,10.7,16,25.9,72,1015,0,30
24/05/2021 06:20,24/05/2021 11:20,118,118,11.8,17.2,25.9,71,1014.9,0,11
24/05/2021 06:10,24/05/2021 11:10,117,115,12.9,20,25.8,71,1014.8,0,3
24/05/2021 06:00,24/05/2021 11:00,122,123,10.4,17.7,25.8,72,1014.6,0,0
24/05/2021 05:50,24/05/2021 10:50,123,121,10.1,14.3,26,70,1014.6,0,-2
24/05/2021 05:40,24/05/2021 10:40,122,117,11.9,19.5,26,70,1014.6,0,-2
24/05/2021 05:30,24/05/2021 10:30,124,117,10.3,17.2,26.1,69,1014.7,0,-2
24/05/2021 05:20,24/05/2021 10:20,126,113,12.1,19.5,26.1,69,1014.7,0,-2
24/05/2021 05:10,24/05/2021 10:10,122,112,12.9,18.3,26.2,69,1014.7,0,-2
24/05/2021 05:00,24/05/2021 10:00,126,96,12.1,17.2,26,70,1014.6,0,-2
24/05/2021 04:50,24/05/2021 09:50,124,128,12.3,24.6,26,73,1014.5,0,-2
24/05/2021 04:40,24/05/2021 09:40,122,114,10.2,17.7,26.1,73,1014.4,0,-2
24/05/2021 04:30,24/05/2021 09:30,130,117,10.3,16,26.2,71,1014.4,0,-2
24/05/2021 04:20,24/05/2021 09:20,129,122,11,16.6,26.1,71,1014.4,0,-2
24/05/2021 04:10,24/05/2021 09:10,126,127,11.2,17.2,26.1,71,1014.3,0,-2
24/05/2021 04:00,24/05/2021 09:00,130,121,10.8,18.9,26,71,1014.4,0,-2
24/05/2021 03:50,24/05/2021 08:50,125,125,8.9,17.2,25.9,72,1014.4,0,-2
24/05/2021 03:40,24/05/2021 08:40,124,114,9.6,14.9,26,73,1014.4,0,-2
24/05/2021 03:30,24/05/2021 08:30,130,118,9,14.9,26,72,1014.4,0,-2
24/05/2021 03:20,24/05/2021 08:20,133,126,9.8,17.2,26.1,73,1014.5,0,-2
24/05/2021 03:10,24/05/2021 08:10,132,130,9.4,16,26.1,72,1014.6,0,-2
24/05/2021 03:00,24/05/2021 08:00,133,133,9,14.3,26.1,73,1014.7,0,-2
24/05/2021 02:50,24/05/2021 07:50,127,130,9.7,16.6,26.4,71,1014.8,0,-2
24/05/2021 02:40,24/05/2021 07:40,130,109,11.2,22.3,26.4,70,1014.8,0,-2
24/05/2021 02:30,24/05/2021 07:30,130,125,11.1,18.3,26.4,70,1014.9,0,-2
24/05/2021 02:20,24/05/2021 07:20,128,124,10,16.6,26.3,71,1015.1,0,-2
24/05/2021 02:10,24/05/2021 07:10,131,133,10.7,17.7,26.4,71,1015.2,0,-2
24/05/2021 02:00,24/05/2021 07:00,129,121,11.2,20.6,26.5,74,1015.2,0,-2
24/05/2021 01:50,24/05/2021 06:50,131,130,11.5,19.5,26.5,74,1015.3,0,-2
24/05/2021 01:40,24/05/2021 06:40,132,121,12,21.2,26.5,75,1015.4,0,-2
24/05/2021 01:30,24/05/2021 06:30,131,141,10.3,18.3,26.5,77,1015.5,0,-2
24/05/2021 01:20,24/05/2021 06:20,133,153,11.3,18.3,26.5,76,1015.7,0,-1
24/05/2021 01:10,24/05/2021 06:10,135,142,11.4,17.7,26.5,78,1015.8,0,-2
24/05/2021 01:00,24/05/2021 06:00,136,153,9.3,14.9,26.5,77,1016,0,-2
24/05/2021 00:50,24/05/2021 05:50,136,132,9.7,16.6,26.5,77,1016.2,0,-2
24/05/2021 00:40,24/05/2021 05:40,136,142,7.9,13.7,26.7,76,1016.4,0,-2
24/05/2021 00:30,24/05/2021 05:30,134,135,9.4,15.4,26.7,75,1016.5,0,-2
24/05/2021 00:20,24/05/2021 05:20,141,143,10.4,19.5,26.7,76,1016.6,0,-2
24/05/2021 00:10,24/05/2021 05:10,135,118,10.7,18.9,26.6,77,1016.5,0,-2
24/05/2021 00:00,24/05/2021 05:00,136,119,9.4,15.4,26.6,77,1016.5,0,-2
23/05/2021 23:50,24/05/2021 04:50,133,115,8.5,14.9,26.8,76,1016.5,0,-2
23/05/2021 23:40,24/05/2021 04:40,137,163,11.1,21.2,26.8,76,1016.6,0,-2
23/05/2021 23:30,24/05/2021 04:30,136,144,10.7,16,26.8,77,1016.7,0,-1
23/05/2021 23:20,24/05/2021 04:20,141,144,10.6,21.8,27,76,1016.7,0,-1
23/05/2021 23:10,24/05/2021 04:10,135,149,11.6,17.2,27,76,1016.7,0,-2
23/05/2021 23:00,24/05/2021 04:00,139,142,12.2,21.8,27,75,1016.6,0,-1
23/05/2021 22:50,24/05/2021 03:50,137,127,12.7,21.2,27,75,1016.6,0,-1
23/05/2021 22:40,24/05/2021 03:40,140,139,12.4,22.3,27,76,1016.5,0,-1
23/05/2021 22:30,24/05/2021 03:30,131,122,11.5,18.9,26.9,76,1016.4,0,-1
23/05/2021 22:20,24/05/2021 03:20,131,125,13,20,26.9,75,1016.4,0,-1
23/05/2021 22:10,24/05/2021 03:10,132,139,11.7,20,26.9,75,1016.3,0,-2
23/05/2021 22:00,24/05/2021 03:00,133,119,12.5,22.9,27.1,76,1016.2,0,-2
23/05/2021 21:50,24/05/2021 02:50,129,121,14.3,24.1,27.1,74,1016.1,0,-2
23/05/2021 21:40,24/05/2021 02:40,128,119,15,26.9,27,75,1016.1,0,-2
23/05/2021 21:30,24/05/2021 02:30,124,117,15.1,22.9,27.1,76,1016,0,-2
23/05/2021 21:20,24/05/2021 02:20,120,103,17.8,24.6,27.2,75,1016,0,-2
23/05/2021 21:10,24/05/2021 02:10,123,121,15.4,24.6,27.2,74,1015.9,0,-2
23/05/2021 21:00,24/05/2021 02:00,126,125,16.2,25.8,27.3,75,1015.8,0,-2
23/05/2021 20:50,24/05/2021 01:50,123,105,16.7,25.2,27.3,76,1015.7,0,-1
23/05/2021 20:40,24/05/2021 01:40,123,116,13.6,24.6,27.3,76,1015.6,0,-1
23/05/2021 20:30,24/05/2021 01:30,124,120,16.6,29.8,27.2,78,1015.4,0,-1
23/05/2021 20:20,24/05/2021 01:20,124,126,14.5,21.8,27.1,79,1015.3,0,-1
23/05/2021 20:10,24/05/2021 01:10,131,115,12,22.9,27,79,1015.3,0,-2
23/05/2021 20:00,24/05/2021 01:00,128,112,11.5,19.5,27,80,1015.2,0,-2
23/05/2021 19:50,24/05/2021 00:50,126,132,12.9,20,27.1,79,1015,0,-2
23/05/2021 19:40,24/05/2021 00:40,122,117,14.4,24.1,27.2,79,1014.8,0,-1
23/05/2021 19:30,24/05/2021 00:30,123,106,14.2,24.6,27.2,78,1014.7,0,0
23/05/2021 19:20,24/05/2021 00:20,126,125,14.9,26.4,27.2,79,1014.6,0,4
23/05/2021 19:10,24/05/2021 00:10,124,113,17.5,27.5,27.1,80,1014.5,0,14
23/05/2021 19:00,24/05/2021 00:00,132,126,12.7,24.1,27.1,82,1014.4,0,22
23/05/2021 18:50,23/05/2021 23:50,141,163,9.7,16.6,27.3,81,1014.4,0,19
23/05/2021 18:40,23/05/2021 23:40,144,158,12.3,21.2,27.6,78,1014.3,0,19
23/05/2021 18:30,23/05/2021 23:30,117,121,17.4,27.5,28,76,1014.2,0,61
23/05/2021 18:20,23/05/2021 23:20,118,118,16.8,27.5,28.4,74,1014.1,0,96
23/05/2021 18:10,23/05/2021 23:10,118,118,16.1,29.8,28.3,75,1014,0,212
23/05/2021 18:00,23/05/2021 23:00,122,112,15.3,25.8,28.1,75,1014,0,152
23/05/2021 17:50,23/05/2021 22:50,125,118,16.6,28.7,28.2,75,1014,0,183
23/05/2021 17:40,23/05/2021 22:40,124,112,15.3,26.4,28.7,73,1014.1,0,85
23/05/2021 17:30,23/05/2021 22:30,128,134,15.7,26.4,29.8,68,1014.1,0,205
23/05/2021 17:20,23/05/2021 22:20,132,129,16,23.5,29.9,66,1014,0,422
23/05/2021 17:10,23/05/2021 22:10,133,102,15.9,27.5,29.6,67,1014,0,461
23/05/2021 17:00,23/05/2021 22:00,128,115,16,26.9,29.2,70,1014,0,381
23/05/2021 16:50,23/05/2021 21:50,125,121,17.8,29.2,28.8,73,1014,0,397
23/05/2021 16:40,23/05/2021 21:40,119,127,18.7,30.4,28.8,73,1014.1,0,210
23/05/2021 16:30,23/05/2021 21:30,122,122,18.4,30.4,28.9,73,1014.1,0,318
23/05/2021 16:20,23/05/2021 21:20,118,113,20.1,34.4,29,73,1014.2,0,252
23/05/2021 16:10,23/05/2021 21:10,122,116,19.2,29.8,28.9,73,1014.3,0,550
23/05/2021 16:00,23/05/2021 21:00,125,118,18.3,28.7,28.7,73,1014.4,0,312
23/05/2021 15:50,23/05/2021 20:50,124,117,18.4,30.4,30.5,67,1014.4,0,284
23/05/2021 15:40,23/05/2021 20:40,123,109,16.7,28.1,30.5,67,1014.5,0,648
23/05/2021 15:30,23/05/2021 20:30,126,118,19.7,32.7,30.3,68,1014.5,0,354
23/05/2021 15:20,23/05/2021 20:20,126,118,18.5,30.4,29.3,74,1014.6,0,289
23/05/2021 15:10,23/05/2021 20:10,119,114,21.8,33.3,29.7,71,1014.5,0,211
23/05/2021 15:00,23/05/2021 20:00,121,101,17.4,27.5,31.4,62,1014.6,0,355
23/05/2021 14:50,23/05/2021 19:50,125,108,17.2,29.2,31.5,62,1014.8,0,763
23/05/2021 14:40,23/05/2021 19:40,126,102,17.3,31,31.3,62,1015,0,762
23/05/2021 14:30,23/05/2021 19:30,133,119,16.7,30.4,31.5,61,1015.1,0,703
23/05/2021 14:20,23/05/2021 19:20,124,109,16.6,27.5,31.4,61,1015.2,0,712
23/05/2021 14:10,23/05/2021 19:10,121,99,18.3,29.8,31.4,62,1015.3,0,813
23/05/2021 14:00,23/05/2021 19:00,123,106,17.3,31,31.1,64,1015.5,0,760
23/05/2021 13:50,23/05/2021 18:50,121,119,19.4,27.5,30.9,65,1015.6,0,604
23/05/2021 13:40,23/05/2021 18:40,119,110,19,29.2,30.6,65,1015.6,0,512
23/05/2021 13:30,23/05/2021 18:30,123,121,17.9,31.6,31,65,1015.7,0,604
23/05/2021 13:20,23/05/2021 18:20,120,109,19.3,29.8,31,63,1015.9,0,846
23/05/2021 13:10,23/05/2021 18:10,121,119,18.2,31,31.5,63,1015.9,0,870
23/05/2021 13:00,23/05/2021 18:00,123,117,14.9,26.4,31.1,64,1016.1,0,988
23/05/2021 12:50,23/05/2021 17:50,117,107,17.3,28.1,30.9,65,1016.1,0,840
23/05/2021 12:40,23/05/2021 17:40,118,114,18.5,31.6,31,64,1016.2,0,824
23/05/2021 12:30,23/05/2021 17:30,125,104,17,25.2,31.1,63,1016.4,0,1057
23/05/2021 12:20,23/05/2021 17:20,126,110,17.5,29.2,31,63,1016.6,0,1080
23/05/2021 12:10,23/05/2021 17:10,121,118,19.3,29.8,30.9,64,1016.7,0,973
23/05/2021 12:00,23/05/2021 17:00,118,109,20.2,35,30.9,64,1016.7,0,995
23/05/2021 11:50,23/05/2021 16:50,118,112,20.1,29.8,30.8,64,1016.7,0,1053
23/05/2021 11:40,23/05/2021 16:40,118,123,19.1,29.2,31,65,1016.7,0,1022
23/05/2021 11:30,23/05/2021 16:30,123,105,16.5,27.5,31.1,65,1016.8,0,970
23/05/2021 11:20,23/05/2021 16:20,123,117,17.2,27.5,30.9,65,1017,0,923
23/05/2021 11:10,23/05/2021 16:10,124,107,18.6,31,30.5,66,1016.9,0,954
23/05/2021 11:00,23/05/2021 16:00,124,110,18,27.5,30.6,66,1016.9,0,683
23/05/2021 10:50,23/05/2021 15:50,124,107,18.7,33.9,30.9,66,1016.9,0,951
23/05/2021 10:40,23/05/2021 15:40,114,103,18.1,29.8,30.7,66,1016.9,0,845
23/05/2021 10:30,23/05/2021 15:30,119,121,19.3,29.8,30.3,67,1016.9,0,877
23/05/2021 10:20,23/05/2021 15:20,123,119,17.5,28.1,30.4,68,1016.9,0,658
23/05/2021 10:10,23/05/2021 15:10,112,100,18.9,28.1,30.3,66,1016.9,0,746
23/05/2021 10:00,23/05/2021 15:00,117,119,18.8,28.1,30.5,64,1016.9,0,764
23/05/2021 09:50,23/05/2021 14:50,113,104,15.8,28.7,30.4,66,1016.8,0,731
23/05/2021 09:40,23/05/2021 14:40,111,110,18.5,28.7,29.9,70,1016.9,0,645
23/05/2021 09:30,23/05/2021 14:30,109,114,19.1,30.4,29.6,72,1016.9,0,533
23/05/2021 09:20,23/05/2021 14:20,107,121,20,29.8,29.5,72,1016.9,0,626
23/05/2021 09:10,23/05/2021 14:10,110,114,17.1,26.9,29,75,1016.9,0,518
23/05/2021 09:00,23/05/2021 14:00,118,123,16.1,24.6,28.9,72,1016.9,0,315
23/05/2021 08:50,23/05/2021 13:50,116,117,18,26.4,28.6,74,1016.8,0,363
23/05/2021 08:40,23/05/2021 13:40,116,125,15.8,22.9,28.4,75,1016.8,0,281
23/05/2021 08:30,23/05/2021 13:30,118,119,18.6,29.2,28.7,74,1016.7,0,281
23/05/2021 08:20,23/05/2021 13:20,112,109,15.8,26.4,28.3,78,1016.6,0,407
23/05/2021 08:10,23/05/2021 13:10,110,101,18.9,28.7,28.3,78,1016.5,0,201
23/05/2021 08:00,23/05/2021 13:00,108,105,18.8,29.2,28.4,78,1016.5,0,353
23/05/2021 07:50,23/05/2021 12:50,107,120,18.9,29.2,27.8,81,1016.5,0,344
23/05/2021 07:40,23/05/2021 12:40,104,103,18.1,24.6,27.3,82,1016.4,0,223
23/05/2021 07:30,23/05/2021 12:30,105,105,19.6,28.7,27.2,81,1016.3,0,111
23/05/2021 07:20,23/05/2021 12:20,111,102,18.1,25.2,27.1,77,1016.1,0,72
23/05/2021 07:10,23/05/2021 12:10,114,113,17.6,26.9,27.1,75,1015.8,0,80
23/05/2021 07:00,23/05/2021 12:00,110,116,17.6,26.4,27.2,74,1015.8,0,72
23/05/2021 06:50,23/05/2021 11:50,115,108,15.2,29.2,27,74,1015.8,0,100
23/05/2021 06:40,23/05/2021 11:40,119,117,14.3,22.3,26.7,73,1015.7,0,58
23/05/2021 06:30,23/05/2021 11:30,120,119,14.4,21.8,26.5,73,1015.6,0,31
23/05/2021 06:20,23/05/2021 11:20,120,119,14.9,21.8,26.4,74,1015.6,0,11
23/05/2021 06:10,23/05/2021 11:10,123,111,14.8,23.5,26.4,73,1015.6,0,2
23/05/2021 06:00,23/05/2021 11:00,121,123,14.8,25.2,26.5,72,1015.7,0,0
23/05/2021 05:50,23/05/2021 10:50,122,116,15.5,27.5,26.4,73,1015.5,0,-1
23/05/2021 05:40,23/05/2021 10:40,123,123,14.3,25.2,26.4,74,1015.3,0,-2
23/05/2021 05:30,23/05/2021 10:30,122,121,15.4,26.9,26.5,73,1015.3,0,-2
23/05/2021 05:20,23/05/2021 10:20,123,117,16.4,27.5,26.4,74,1015.2,0,-2
23/05/2021 05:10,23/05/2021 10:10,122,112,14,25.2,26.4,75,1015.1,0,-2
23/05/2021 05:00,23/05/2021 10:00,119,120,14.3,24.1,26.4,75,1015.1,0,-2
23/05/2021 04:50,23/05/2021 09:50,119,107,15,25.8,26.4,77,1014.9,0,-1
23/05/2021 04:40,23/05/2021 09:40,115,113,17.9,29.2,26.4,77,1014.8,0,-1
23/05/2021 04:30,23/05/2021 09:30,119,122,16.3,29.8,26.3,79,1014.7,0,-2
23/05/2021 04:20,23/05/2021 09:20,114,116,17.4,24.6,26.4,79,1014.7,0,-1
23/05/2021 04:10,23/05/2021 09:10,114,103,16.1,28.7,26.4,79,1014.7,0,-2
23/05/2021 04:00,23/05/2021 09:00,115,107,17.6,26.4,26.4,79,1014.8,0,-2
23/05/2021 03:50,23/05/2021 08:50,114,126,16.6,24.6,26.4,81,1014.9,0,-1
23/05/2021 03:40,23/05/2021 08:40,117,105,15.9,29.2,26.2,82,1015,0,-1
23/05/2021 03:30,23/05/2021 08:30,114,105,13,20.6,26.1,83,1015,0,-1
23/05/2021 03:20,23/05/2021 08:20,114,112,12.9,19.5,26.1,82,1014.9,0,-2
23/05/2021 03:10,23/05/2021 08:10,109,96,14.7,21.8,26.2,82,1014.9,0,-2
23/05/2021 03:00,23/05/2021 08:00,109,113,15.6,24.6,26.2,82,1014.9,0,-2
23/05/2021 02:50,23/05/2021 07:50,110,109,14.7,23.5,26.2,81,1015,0,-2
23/05/2021 02:40,23/05/2021 07:40,112,107,15.6,22.9,26.2,82,1015.1,0,-2
23/05/2021 02:30,23/05/2021 07:30,110,112,16.5,23.5,26.2,84,1015.1,0,-2
23/05/2021 02:20,23/05/2021 07:20,110,104,15.6,24.1,26.2,84,1015.2,0,-2
23/05/2021 02:10,23/05/2021 07:10,112,118,14.5,23.5,26.2,83,1015.3,0,-2
23/05/2021 02:00,23/05/2021 07:00,112,119,14.2,20.6,26.3,83,1015.4,0,-2
23/05/2021 01:50,23/05/2021 06:50,113,109,15,26.4,26.4,82,1015.5,0,-2
23/05/2021 01:40,23/05/2021 06:40,112,119,15.5,23.5,26.5,82,1015.7,0,-2
23/05/2021 01:30,23/05/2021 06:30,112,106,16.3,25.8,26.5,82,1015.8,0,-2
23/05/2021 01:20,23/05/2021 06:20,111,113,15.7,24.6,26.5,83,1015.9,0,-2
23/05/2021 01:10,23/05/2021 06:10,114,97,17.1,24.1,26.5,82,1016,0,-1
23/05/2021 01:00,23/05/2021 06:00,114,113,16.1,26.4,26.4,84,1016.1,0,-2
23/05/2021 00:50,23/05/2021 05:50,116,120,12.1,20,26.5,83,1016.1,0,-2
